study_hours,attendance,assignments_score,exam_score,sleep_hours,final_result
1.1,82,77,77,8.8,1
1.2,33,78,42,5.9,1
6.1,48,53,76,3.2,1
11.5,44,51,100,8.2,1
10.1,92,49,77,4.5,1
4.8,66,55,64,4.1,1
4.4,91,36,43,6.3,1
5.6,40,93,23,9.6,1
11.3,53,24,86,8.0,1
7.2,55,76,96,6.5,1
9.3,72,28,93,5.7,1
7.1,55,32,44,9.4,1
9.4,79,56,86,6.0,1
7.1,37,33,35,4.3,1
7.2,93,78,68,6.0,1
8.8,66,74,47,8.5,1
6.6,40,46,28,6.3,1
2.0,80,34,34,3.4,1
3.3,74,93,40,9.2,1
4.8,50,22,23,7.7,1
4.5,70,39,64,4.5,1
6.0,39,25,77,8.6,1
3.0,61,80,94,5.8,1
6.9,54,25,25,7.1,1
2.0,36,26,30,7.5,0
3.4,56,71,56,5.9,1
8.8,68,93,41,8.6,1
2.8,35,20,68,5.5,1
4.7,46,91,52,4.8,1
10.3,81,36,51,5.6,1
10.7,60,59,76,7.3,1
2.5,40,77,25,9.7,1
10.1,52,88,53,3.2,1
3.1,96,24,64,7.0,1
10.2,71,84,77,7.1,1
10.4,81,87,84,7.6,1
2.2,85,31,50,3.4,0
1.4,51,48,52,5.9,1
7.1,99,71,75,6.4,1
11.4,53,86,35,6.1,1
5.2,75,24,83,5.3,1
9.4,40,88,81,8.9,1
10.4,95,40,68,8.1,1
2.0,38,49,56,5.4,1
3.3,56,57,77,7.4,1
3.0,74,50,82,7.5,1
7.7,84,57,79,9.1,1
5.0,55,86,84,6.8,1
4.8,74,66,48,7.4,1
12.0,94,97,39,4.3,1
4.0,87,32,55,5.6,0
1.5,41,65,91,5.7,1
6.0,99,85,24,6.8,1
2.4,79,30,89,9.6,1
4.9,61,64,77,5.6,1
10.7,43,94,34,7.7,1
10.4,96,62,84,6.1,1
11.2,38,80,74,7.1,1
3.9,35,45,78,5.5,1
1.8,71,87,34,7.5,1
1.1,46,81,92,3.1,1
9.3,64,30,43,5.1,1
7.3,80,91,38,3.2,1
3.6,91,88,27,9.0,1
1.5,80,93,66,9.6,1
5.5,30,53,66,9.8,1
8.1,39,66,60,9.1,1
5.0,89,89,86,4.0,1
3.8,36,52,56,9.8,1
10.1,33,44,88,9.1,1
4.5,58,96,37,4.5,1
4.8,60,59,52,3.9,1
9.9,37,98,59,8.5,1
2.3,35,32,83,6.2,1
9.2,87,25,54,4.9,1
7.0,92,53,88,4.3,1
11.0,81,34,79,5.4,1
2.1,46,52,30,6.5,0
5.5,53,98,58,4.4,1
8.8,33,90,86,6.4,1
7.9,61,40,29,5.9,1
7.3,81,65,79,7.3,1
5.6,57,43,22,5.9,1
3.8,76,24,49,9.5,1
5.4,87,63,72,3.8,1
10.5,59,94,58,7.9,1
1.2,59,78,75,8.7,1
2.0,97,84,85,7.2,1
10.4,60,31,64,5.3,1
10.3,53,36,99,7.5,1
3.0,37,75,57,3.2,0
2.3,98,41,48,8.1,1
11.6,61,29,52,8.1,1
2.5,86,56,33,9.5,1
8.5,48,94,37,7.0,1
6.4,38,60,82,3.2,1
1.9,54,85,48,5.1,0
7.5,53,22,94,8.4,1
2.0,59,64,67,9.8,1
8.9,70,50,34,8.4,1
3.0,92,57,63,8.0,1
2.8,63,52,43,8.5,0
3.7,46,73,52,3.4,1
10.9,72,65,23,8.1,1
7.4,66,47,66,4.0,1
10.3,89,52,53,7.9,1
3.4,96,76,31,8.6,1
4.2,47,38,77,9.3,1
6.0,71,25,89,7.4,1
11.9,68,49,91,4.4,1
7.6,76,37,76,3.6,1
7.3,39,84,88,5.7,1
6.7,37,78,98,5.1,1
9.9,55,28,73,5.6,1
9.3,52,29,73,5.1,1
10.7,56,37,29,5.9,1
7.4,83,81,44,3.7,1
4.6,81,67,51,5.7,1
9.0,33,73,49,9.4,1
4.8,80,94,58,7.5,1
8.1,83,38,91,9.8,1
8.6,50,53,66,3.1,1
9.6,72,31,76,7.0,1
4.0,52,23,92,4.7,1
4.9,86,56,76,9.5,1
6.7,72,72,37,8.0,1
5.6,99,96,43,3.8,1
5.6,88,34,66,4.6,1
4.2,31,67,88,5.7,1
8.3,30,22,48,4.3,1
9.7,30,49,31,8.0,1
9.3,71,92,89,4.3,1
3.2,92,99,92,3.4,1
1.1,70,96,51,7.5,1
10.1,65,80,26,7.4,1
9.3,71,21,56,7.7,1
7.9,57,45,90,3.1,1
8.9,68,22,29,4.7,1
11.6,65,68,99,8.8,1
9.9,93,31,86,3.3,1
2.8,36,45,80,9.9,1
1.4,82,100,61,8.3,1
11.4,35,55,73,8.1,1
8.9,96,78,28,5.7,1
10.6,89,42,84,5.1,1
6.7,56,95,80,3.7,1
6.6,37,97,83,4.6,1
11.5,88,58,32,6.5,1
10.5,35,28,27,5.2,1
7.3,41,91,94,3.3,1
5.7,76,65,96,6.5,1
4.6,99,66,67,9.5,1
2.2,43,46,93,8.9,1
10.0,95,88,30,4.4,1
6.7,73,92,41,3.0,1
1.2,39,76,95,5.6,1
11.3,58,44,85,7.9,1
6.4,100,24,76,5.0,1
8.7,58,61,99,3.8,1
6.5,90,45,93,8.1,1
1.2,75,78,39,6.8,1
2.7,30,96,65,5.4,1
6.9,38,93,100,6.0,1
1.3,41,57,28,6.0,1
3.8,57,84,63,9.8,1
2.2,45,59,21,8.2,0
11.9,89,36,61,3.5,1
8.6,62,40,91,7.7,1
11.1,74,100,53,5.1,1
2.7,98,100,88,8.7,1
4.2,59,36,97,3.3,1
1.2,30,56,94,6.4,1
1.9,77,96,71,8.6,1
9.6,66,46,77,4.9,1
3.5,43,38,53,4.7,1
4.9,42,99,61,10.0,1
5.9,90,99,21,6.2,1
9.6,81,82,85,9.6,1
6.8,51,68,26,7.4,1
9.9,34,69,60,3.3,1
2.1,40,72,55,9.5,1
3.5,53,28,23,6.4,1
3.2,50,82,100,8.8,1
5.6,74,58,76,4.2,1
8.6,31,93,41,3.0,1
8.0,52,71,40,3.5,1
4.4,55,34,56,8.8,1
1.9,51,95,88,9.0,1
8.6,71,57,23,6.4,1
2.7,36,34,30,7.3,0
4.0,31,81,68,7.1,1
11.1,72,60,77,4.6,1
4.4,86,55,71,9.6,1
9.3,77,49,48,4.3,1
9.1,73,91,97,8.6,1
6.0,83,62,20,7.7,1
11.1,62,50,63,9.4,1
9.2,91,72,94,8.3,1
5.4,97,73,45,4.1,1
10.7,63,50,85,4.6,1
2.8,32,89,92,4.6,1
4.2,84,88,33,3.4,1
4.2,54,57,75,4.9,1
1.8,100,28,56,5.1,0
6.2,34,29,42,5.6,1
5.4,48,85,37,9.8,1
11.0,47,27,96,4.8,1
5.6,67,77,88,5.4,1
5.1,67,67,88,5.5,1
5.4,83,36,64,3.4,1
6.8,74,45,91,9.9,1
4.8,63,53,35,5.9,1
5.7,71,90,56,6.0,1
9.3,70,32,43,8.4,1
4.2,82,41,67,7.3,1
8.3,64,69,40,6.5,1
9.6,58,70,35,9.8,1
8.7,51,84,68,4.9,1
4.4,70,32,38,5.5,1
8.1,74,75,21,5.9,1
6.2,37,80,57,6.3,1
10.6,85,32,48,9.8,1
11.1,73,56,76,9.5,1
11.9,70,39,55,5.3,1
5.9,81,31,45,5.1,1
2.0,55,70,22,3.6,0
10.7,37,74,86,8.4,1
9.1,93,95,87,5.0,1
5.2,54,56,43,7.0,1
3.0,44,66,100,7.1,1
7.8,33,73,32,7.3,1
11.4,94,23,23,8.6,1
6.3,85,22,48,5.8,1
5.2,100,46,58,8.3,1
5.4,43,94,40,6.2,1
2.0,32,72,100,6.8,1
7.3,83,91,94,7.8,1
9.3,83,27,73,8.7,1
6.7,99,61,47,5.9,1
9.8,35,34,52,3.5,1
8.5,78,57,83,4.2,1
7.6,52,21,29,9.3,1
6.7,90,23,89,3.0,1
3.2,43,71,72,6.7,1
1.1,46,22,68,8.5,0
4.1,55,73,80,4.1,1
10.2,100,68,91,5.6,1
8.0,91,40,61,5.8,1
5.8,87,53,85,5.9,1
10.1,97,41,87,8.8,1
6.4,35,34,89,8.0,1
7.4,68,97,41,4.4,1
9.1,91,60,92,7.6,1
4.7,50,51,27,9.9,0
6.9,94,58,68,3.1,1
5.4,36,83,59,9.1,1
2.1,65,31,46,7.9,1
10.0,55,47,76,5.7,1
11.5,79,27,78,7.2,1
4.3,51,63,98,5.7,1
3.2,43,57,78,9.3,1
10.0,75,74,98,3.9,1
10.4,85,43,68,8.0,1
4.3,43,37,74,5.6,1
2.5,52,73,37,3.0,1
10.0,80,64,79,8.9,1
6.6,95,28,57,6.7,1
4.5,70,38,22,5.8,1
6.6,89,76,36,4.7,1
5.3,69,67,34,9.6,1
6.4,87,71,59,5.0,1
8.9,88,35,24,6.3,1
9.6,74,62,45,3.9,1
10.6,94,87,86,5.1,1
11.5,31,25,75,7.4,1
11.7,73,70,100,5.7,1
1.9,56,72,60,9.5,1
3.3,36,78,43,4.4,0
8.0,53,91,50,7.5,1
5.6,75,47,25,6.1,0
5.4,56,63,58,6.1,1
7.4,68,54,97,6.9,1
8.0,89,47,56,9.4,1
4.9,55,47,41,5.3,1
4.2,73,94,32,8.1,1
3.7,96,56,85,4.5,1
10.3,79,49,69,6.6,1
5.3,30,86,61,9.4,1
2.3,75,30,47,5.2,1
5.7,42,79,83,5.5,1
6.7,57,36,68,6.2,1
4.0,30,78,48,8.0,1
8.8,55,56,20,6.5,1
7.1,95,59,92,7.9,1
10.3,62,36,40,8.5,1
6.5,46,100,74,7.4,1
4.8,71,95,85,8.4,1
1.4,54,21,93,6.3,1
1.4,57,88,55,7.5,1
5.8,57,34,78,8.6,1
3.1,63,22,76,3.7,1
8.4,77,50,86,5.2,1
11.3,70,59,79,3.3,1
6.3,99,77,86,9.0,1
8.2,72,39,57,9.1,1
9.7,84,33,90,7.0,1
4.9,53,94,54,5.0,1
3.2,94,20,27,8.8,1
6.6,34,88,84,8.0,1
5.3,99,74,29,8.1,1
2.9,79,55,60,9.5,1
7.8,63,48,94,6.4,1
3.1,99,87,69,3.5,1
3.3,69,76,56,7.1,1
6.2,37,57,61,7.4,1
9.5,54,52,41,6.0,1
11.9,88,93,44,8.0,1
10.1,43,97,68,3.9,1
6.1,84,81,72,5.0,1
5.4,42,38,57,7.2,1
10.2,60,71,88,6.7,1
11.9,92,48,89,6.2,1
2.0,61,73,79,9.0,1
1.1,77,83,80,3.1,1
11.1,30,78,27,4.0,1
6.7,51,34,93,3.9,1
2.6,32,73,39,3.7,1
5.0,55,67,40,8.4,1
6.4,34,67,93,7.8,1
8.3,46,36,59,6.9,1
11.1,97,66,24,7.3,1
8.7,62,62,68,9.5,1
1.8,95,97,28,6.9,1
1.9,81,55,40,4.9,0
6.6,33,27,88,5.5,1
10.5,67,40,35,9.1,1
2.1,92,46,44,7.3,1
6.6,61,84,89,9.4,1
2.5,64,28,65,6.6,1
9.3,99,24,30,3.8,1
4.5,80,55,89,6.2,1
11.7,42,81,37,8.5,1
5.5,32,61,68,6.6,1
11.8,93,54,53,8.5,1
4.5,35,23,61,5.5,1
9.3,67,72,75,5.5,1
5.1,99,34,61,7.4,1
11.3,59,24,21,7.0,1
9.4,48,82,21,3.9,1
10.6,94,84,99,5.0,1
3.3,35,23,42,8.6,0
2.3,46,96,38,3.6,1
6.7,43,48,58,3.9,1
3.7,67,98,26,5.4,1
7.6,71,35,37,6.2,1
9.6,71,82,57,8.6,1
10.0,82,51,23,5.2,1
7.4,98,75,28,6.9,1
10.5,65,27,41,9.2,1
8.0,77,65,98,5.8,1
5.7,74,47,75,4.3,1
4.4,43,28,87,7.2,1
2.3,75,98,38,5.3,1
3.1,44,94,41,3.7,1
8.1,50,78,100,8.2,1
6.4,41,28,80,4.9,1
3.9,64,96,29,4.0,1
3.6,32,85,54,6.2,1
7.0,97,83,88,3.7,1
3.0,39,33,100,5.7,1
3.9,30,61,49,4.1,1
4.1,85,38,91,6.2,1
5.0,36,62,31,5.1,1
2.8,38,57,54,5.6,0
3.6,98,26,87,8.1,1
5.1,90,29,94,4.3,1
5.7,90,64,70,9.8,1
8.8,75,72,28,9.3,1
10.1,56,69,30,3.5,1
10.2,78,55,25,3.2,1
8.2,52,78,99,9.8,1
7.1,74,90,88,7.2,1
5.3,49,62,36,5.7,1
8.3,53,79,99,8.3,1
9.0,70,53,46,4.2,1
5.1,41,77,61,9.3,1
7.3,46,88,94,8.9,1
7.2,77,74,65,9.8,1
11.4,76,28,82,8.2,1
4.1,98,68,92,6.7,1
5.1,56,46,72,4.5,1
8.6,68,36,94,6.8,1
9.3,90,68,87,3.5,1
7.9,76,70,46,6.2,1
11.8,86,81,57,4.7,1
2.7,72,70,28,9.7,1
8.1,73,79,41,3.7,1
7.6,85,75,84,8.4,1
5.4,46,40,63,3.3,1
7.2,90,65,34,3.4,1
4.6,84,22,83,5.2,1
12.0,72,20,80,9.2,1
2.5,74,47,32,6.2,1
6.2,35,59,83,9.9,1
3.5,74,67,89,8.6,1
6.4,64,67,33,3.0,0
3.7,93,55,55,3.1,1
5.6,33,82,71,5.0,1
3.9,61,93,86,9.8,1
2.5,39,95,39,4.3,0
8.7,71,59,36,6.3,1
6.0,61,66,74,9.3,1
8.8,31,98,100,4.7,1
3.1,39,67,31,10.0,1
8.5,93,45,68,4.6,1
8.8,92,34,87,6.2,1
8.6,89,33,85,6.4,1
11.0,39,100,71,10.0,1
1.9,70,90,85,5.6,1
3.3,60,35,45,9.3,1
10.8,38,83,33,7.0,1
4.8,57,96,22,8.8,1
7.0,70,75,96,6.6,1
11.0,81,27,72,7.7,1
7.1,87,23,40,4.9,1
10.0,52,31,43,9.3,1
2.8,81,38,83,5.8,1
7.1,40,21,46,3.0,0
10.1,40,22,77,6.1,1
6.9,66,79,74,8.3,1
4.8,68,76,45,8.5,1
5.0,59,33,71,4.2,1
4.6,72,50,27,4.5,1
9.3,86,70,78,9.8,1
2.4,33,74,32,5.6,1
11.0,44,89,62,8.8,1
2.7,44,64,73,6.3,1
9.4,82,30,55,5.7,1
10.1,55,29,65,5.1,1
5.0,72,78,58,5.8,1
5.6,83,74,40,6.5,1
7.0,54,95,90,3.6,1
9.8,81,70,45,3.8,1
9.2,98,89,44,9.3,1
11.9,100,91,28,3.8,1
1.4,90,66,22,5.8,0
2.6,94,72,59,7.5,1
3.5,63,67,75,6.9,1
8.1,95,44,86,6.5,1
1.1,79,64,51,6.0,1
11.8,43,56,66,8.4,1
8.7,96,39,100,8.6,1
10.5,80,31,23,5.7,1
7.8,100,35,44,3.9,1
8.4,95,25,98,8.6,1
1.4,46,32,53,8.2,1
7.9,91,98,24,5.4,1
3.9,68,27,63,3.6,1
8.1,98,50,31,7.1,1
8.4,52,38,52,6.7,1
8.4,72,88,24,8.3,1
3.5,91,78,50,8.0,1
10.0,51,64,75,9.4,1
5.1,50,27,23,9.9,0
8.2,80,56,55,8.0,1
11.0,46,60,82,4.4,1
9.9,69,80,36,3.4,1
5.4,59,74,45,4.6,1
3.4,52,78,34,3.0,1
2.3,71,43,50,4.5,1
7.0,39,59,39,4.9,1
4.9,94,75,71,5.2,1
4.7,83,58,37,3.9,1
4.0,78,50,76,4.3,1
6.3,46,23,73,9.5,1
1.4,40,27,50,7.8,0
5.3,94,62,70,4.6,1
4.1,33,22,25,9.9,0
9.0,92,78,39,6.0,1
10.2,89,89,35,5.1,1
3.6,100,36,63,3.7,1
4.7,35,20,98,4.7,1
5.4,96,40,94,6.3,1
8.2,34,84,30,5.2,1
11.2,94,61,26,9.5,1
3.8,99,27,90,8.2,1
4.7,53,81,69,6.6,1
7.7,87,77,36,6.4,1
5.8,49,65,83,4.7,1
8.9,100,53,34,5.1,1
6.3,82,87,51,3.4,1
3.3,100,98,47,6.5,1
3.7,80,54,90,9.6,1
9.5,81,55,70,9.3,1
11.7,41,37,50,6.6,1
7.4,68,88,44,9.1,1
8.6,85,43,53,3.7,1
8.4,59,92,69,6.3,1
5.7,79,97,56,7.5,1
4.3,62,26,94,4.4,1
11.2,94,61,86,8.4,1
11.5,76,55,42,3.0,1
2.2,55,72,83,5.2,1
9.1,96,78,65,9.6,1
11.4,52,85,45,6.5,1
9.8,47,100,92,8.6,1
4.8,99,90,21,9.3,1
1.9,83,91,26,4.1,0
5.9,60,58,89,4.8,1
5.7,71,78,30,9.9,1
6.6,62,80,37,3.5,1
6.1,84,42,75,5.4,1
11.1,76,72,78,10.0,1
11.9,35,65,32,6.1,1
4.5,84,93,52,3.2,1
6.1,92,95,50,6.4,1
2.7,62,59,67,3.7,1
5.5,95,82,66,9.6,1
1.1,94,92,34,10.0,1
6.2,37,44,34,9.9,1
3.5,87,53,82,4.2,1
4.8,75,56,21,5.1,0
6.3,68,41,53,9.8,1
6.2,97,39,72,7.5,1
10.2,93,89,74,8.9,1
3.5,38,65,57,5.5,0
11.4,51,59,49,9.4,1
5.6,59,32,32,8.5,1
9.3,36,31,71,6.7,1
2.8,41,39,74,3.2,1
1.5,52,74,78,5.7,1
6.4,49,40,63,3.2,1
6.4,91,68,57,3.5,1
7.4,56,59,44,4.3,1
5.5,39,23,67,7.0,1
11.9,53,88,29,6.3,1
8.0,56,49,63,3.9,1
4.0,45,33,71,5.1,1
5.7,45,50,66,7.0,1
3.0,86,23,72,6.3,1
11.3,61,24,66,7.9,1
3.6,33,39,36,7.4,0
10.8,41,58,51,9.7,1
2.5,33,40,52,3.3,0
7.4,61,100,88,9.7,1
5.0,38,52,59,3.5,1
5.2,87,89,45,6.2,1
2.7,40,61,86,5.7,1
3.0,48,30,54,3.5,0
5.9,88,26,83,8.4,1
10.0,57,77,50,9.7,1
5.3,33,99,100,7.7,1
2.8,60,30,78,8.0,1
11.4,99,69,71,3.2,1
4.1,73,90,85,6.0,1
11.4,86,78,59,5.3,1
4.4,60,24,60,3.6,0
9.5,39,39,26,9.6,1
7.2,58,87,37,4.3,1
11.0,38,61,75,5.0,1
11.4,72,85,28,4.5,1
2.4,81,27,20,7.8,1
3.4,46,96,70,7.6,1
3.3,70,88,81,6.0,1
10.4,58,71,78,4.7,1
5.2,39,26,39,9.6,0
5.9,62,47,56,5.2,1
11.8,46,57,90,8.2,1
11.6,77,65,87,9.2,1
3.0,41,93,54,8.1,1
6.8,49,56,55,6.7,1
5.0,76,28,27,5.5,0
10.0,60,87,78,4.6,1
1.2,45,33,45,8.4,0
10.0,37,38,57,6.5,1
1.8,100,59,63,7.5,1
8.1,84,94,81,6.5,1
3.9,45,95,48,6.2,1
3.9,73,71,41,3.8,0
7.1,38,22,87,5.8,1
8.6,92,62,28,9.6,1
9.0,45,47,65,6.8,1
5.2,32,84,62,7.8,1
2.6,53,86,90,4.3,1
8.0,32,90,37,5.8,1
7.3,67,37,45,9.9,1
8.9,32,66,32,9.7,1
1.5,43,21,51,6.6,1
5.2,73,50,83,4.7,1
5.7,98,90,90,9.5,1
7.8,64,53,47,3.7,1
1.6,99,56,67,5.3,1
1.9,55,34,95,5.1,1
7.9,58,78,54,7.9,1
9.3,58,76,91,5.5,1
11.1,83,97,46,4.6,1
7.1,33,30,26,5.4,0
6.7,34,96,68,8.8,1
4.3,99,46,30,5.7,1
8.0,59,80,35,8.9,1
3.1,75,48,96,8.8,1
10.0,95,47,54,5.4,1
4.4,85,59,81,7.3,1
2.6,40,59,90,5.3,1
5.9,81,86,77,3.4,1
6.2,61,72,33,6.4,1
8.6,73,80,61,9.7,1
9.1,68,76,49,4.1,1
6.5,32,43,78,8.2,1
5.4,57,33,69,6.2,1
5.7,50,64,77,9.8,1
1.7,83,36,78,9.1,1
8.8,47,54,33,7.4,1
5.7,44,55,45,7.0,1
5.5,93,91,94,7.1,1
9.0,30,73,33,4.2,1
6.9,41,72,24,3.1,1
8.8,90,93,88,5.0,1
1.8,43,95,34,7.3,1
10.8,55,24,85,3.5,1
7.4,100,69,72,7.2,1
2.7,89,64,51,4.6,1
7.1,80,47,47,7.7,1
4.0,30,40,43,8.2,1
6.8,39,70,83,5.4,1
9.8,48,78,82,6.9,1
9.4,100,71,85,3.3,1
4.6,73,88,34,6.3,1
7.0,75,53,62,4.3,1
9.3,38,68,43,7.2,1
10.6,80,82,91,9.2,1
2.9,30,41,95,8.3,1
6.4,92,97,77,9.3,1
9.1,34,84,76,4.0,1
9.1,70,42,85,10.0,1
4.8,36,81,59,9.7,1
2.8,43,29,65,4.7,1
